,const,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_date,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,no_of_week_nights_log,lead_time_log,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,required_car_parking_space_Yes,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,arrival_year_2018,arrival_month_August,arrival_month_December,arrival_month_February,arrival_month_January,arrival_month_July,arrival_month_June,arrival_month_March,arrival_month_May,arrival_month_November,arrival_month_October,arrival_month_September,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,repeated_guest_Yes,booking_status
57,1.0,2,1,2,5,149.0,28,0,0,106.25,0,1.791759469228055,5.0106352940962555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
58,1.0,2,0,0,2,40.0,11,0,0,100.1,1,1.0986122886681098,3.713572066704308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
59,1.0,1,0,0,1,8.0,25,0,0,89.25,1,0.6931471805599453,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60,1.0,2,0,0,3,144.0,22,0,0,129.6,1,1.3862943611198906,4.976733742420574,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
61,1.0,2,0,0,1,289.5,29,0,0,65.0,0,0.6931471805599453,6.095824562432225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
62,1.0,3,0,2,5,111.0,13,0,0,150.45,2,1.791759469228055,4.718498871295094,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
63,1.0,2,0,1,4,10.0,13,0,0,113.24,0,1.6094379124341003,2.3978952727983707,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
64,1.0,2,1,2,1,68.0,27,0,0,109.8,0,0.6931471805599453,4.23410650459726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
65,1.0,2,0,0,3,36.0,1,0,0,75.0,0,1.3862943611198906,3.6109179126442243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
66,1.0,2,0,0,2,8.0,25,0,0,90.0,1,1.0986122886681098,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
67,1.0,2,0,1,2,161.0,25,0,0,130.0,0,1.0986122886681098,5.087596335232384,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
68,1.0,2,0,2,5,150.0,19,0,0,41.43,2,1.791759469228055,5.017279836814924,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
69,1.0,3,0,0,3,112.0,27,0,0,131.13,0,1.3862943611198906,4.727387818712341,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
70,1.0,2,0,0,2,289.5,15,0,0,120.0,0,1.0986122886681098,5.762051382780177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
71,1.0,2,0,0,1,4.0,24,0,0,119.0,1,0.6931471805599453,1.6094379124341003,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,1.0,2,0,1,2,230.0,2,0,0,96.3,1,1.0986122886681098,5.442417710521793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
73,1.0,2,0,0,3,13.0,17,0,0,58.0,0,1.3862943611198906,2.6390573296152584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,1.0,1,0,0,2,1.0,2,0,0,63.75,1,1.0986122886681098,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,1.0,2,0,1,0,286.0,16,0,0,90.0,0,0.0,5.659482215759621,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
76,1.0,2,0,0,2,160.0,4,0,0,94.5,0,1.0986122886681098,5.081404364984463,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
77,1.0,3,0,0,3,100.0,21,0,0,143.7,0,1.3862943611198906,4.61512051684126,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
78,1.0,1,0,0,3,11.0,14,0,0,90.0,0,1.3862943611198906,2.4849066497880004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
79,1.0,1,0,0,2,192.0,24,0,0,95.0,0,1.0986122886681098,5.262690188904886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
80,1.0,2,1,1,4,50.0,22,0,0,69.57,2,1.6094379124341003,3.9318256327243257,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,1.0,2,0,2,2,11.0,23,0,0,88.5,0,1.0986122886681098,2.4849066497880004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
82,1.0,1,0,0,2,19.0,22,0,0,90.0,0,1.0986122886681098,2.995732273553991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
83,1.0,2,0,1,3,213.0,17,0,0,99.71,2,1.3862943611198906,5.365976015021851,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
84,1.0,2,1,2,1,173.0,10,0,0,143.1,0,0.6931471805599453,5.159055299214529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
85,1.0,1,0,1,2,41.0,3,0,0,105.3,0,1.0986122886681098,3.7376696182833684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
86,1.0,2,0,0,1,1.0,6,0,0,81.0,1,0.6931471805599453,0.6931471805599453,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87,1.0,2,0,1,2,86.0,20,0,0,65.0,1,1.0986122886681098,4.465908118654584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
88,1.0,2,0,2,2,52.0,4,0,0,74.8,0,1.0986122886681098,3.970291913552122,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
89,1.0,2,1,0,3,56.0,2,0,0,126.0,2,1.3862943611198906,4.04305126783455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
90,1.0,2,0,0,1,55.0,6,0,0,80.0,0,0.6931471805599453,4.02535169073515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,1.0,1,0,0,2,15.0,6,0,0,81.0,1,1.0986122886681098,2.772588722239781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
92,1.0,2,0,0,2,59.0,11,0,0,75.0,0,1.0986122886681098,4.0943445622221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
93,1.0,2,0,1,2,18.0,18,0,0,97.0,0,1.0986122886681098,2.9444389791664403,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
94,1.0,2,0,1,2,35.0,26,0,0,75.0,1,1.0986122886681098,3.58351893845611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
95,1.0,2,0,0,3,213.0,7,0,0,130.0,0,1.3862943611198906,5.365976015021851,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
96,1.0,2,0,0,3,11.0,14,0,0,90.0,0,1.3862943611198906,2.4849066497880004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
97,1.0,2,2,0,4,9.0,11,0,0,180.37874999999997,0,1.6094379124341003,2.302585092994046,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
98,1.0,1,0,0,1,1.0,3,0,2,65.0,0,0.6931471805599453,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
99,1.0,2,0,1,2,6.0,30,0,0,87.27,1,1.0986122886681098,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100,1.0,2,0,0,3,213.0,7,0,0,130.0,0,1.3862943611198906,5.365976015021851,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
101,1.0,2,0,1,4,26.0,14,0,0,75.0,0,1.6094379124341003,3.295836866004329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
102,1.0,2,0,1,2,71.0,21,0,0,101.87,1,1.0986122886681098,4.276666119016055,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
103,1.0,1,0,1,2,6.0,23,0,0,97.02,1,1.0986122886681098,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
104,1.0,2,0,1,4,174.0,11,0,0,90.95,0,1.6094379124341003,5.1647859739235145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
105,1.0,1,0,0,2,256.0,15,0,0,90.0,0,1.0986122886681098,5.54907608489522,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
106,1.0,2,0,0,3,50.0,14,0,0,52.0,2,1.3862943611198906,3.9318256327243257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
107,1.0,1,0,0,2,164.0,2,0,0,100.0,0,1.0986122886681098,5.10594547390058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108,1.0,2,0,0,4,195.0,24,0,0,89.25,1,1.6094379124341003,5.278114659230517,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
109,1.0,2,0,2,1,172.0,3,0,0,96.3,1,0.6931471805599453,5.153291594497779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
110,1.0,2,0,2,7,161.0,28,0,0,66.53,1,2.0794415416798357,5.087596335232384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
111,1.0,2,0,1,2,54.0,11,0,0,64.37,1,1.0986122886681098,4.007333185232471,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
112,1.0,2,0,0,1,14.0,28,0,0,138.0,1,0.6931471805599453,2.70805020110221,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,1.0,2,0,1,2,11.0,11,0,0,96.0,2,1.0986122886681098,2.4849066497880004,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,1.0,2,0,0,1,10.0,29,0,0,99.0,1,0.6931471805599453,2.3978952727983707,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
115,1.0,2,1,0,4,81.0,7,0,0,152.55,1,1.6094379124341003,4.406719247264253,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,1.0,2,2,1,2,41.0,5,0,0,174.0,0,1.0986122886681098,3.7376696182833684,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
117,1.0,2,0,0,2,245.0,17,0,0,75.0,0,1.0986122886681098,5.5053315359323625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
118,1.0,2,0,0,2,257.0,1,0,0,101.5,0,1.0986122886681098,5.552959584921617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
119,1.0,2,0,2,8,269.0,18,0,0,67.77,1,2.1972245773362196,5.598421958998375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
120,1.0,2,0,2,5,139.0,22,0,0,107.87,1,1.791759469228055,4.941642422609304,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121,1.0,1,0,0,3,37.0,13,0,0,95.0,0,1.3862943611198906,3.6375861597263857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
122,1.0,2,0,0,2,220.0,28,0,0,126.9,1,1.0986122886681098,5.3981627015177525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
123,1.0,2,0,1,1,0.0,12,0,0,126.0,0,0.6931471805599453,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
124,1.0,2,0,0,1,41.0,27,0,0,65.0,1,0.6931471805599453,3.7376696182833684,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,1.0,2,1,0,1,79.0,27,0,0,126.0,2,0.6931471805599453,4.382026634673881,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,1.0,2,0,0,1,20.0,6,0,0,139.0,1,0.6931471805599453,3.044522437723423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
