,PREDICT
168,0.10869807105732106
169,0.3624178405951843
170,0.06005224101771727
171,0.002382890266924064
172,0.0077940978373555085
173,0.20694099045116615
174,0.12544221332244868
175,0.03279579601317797
176,0.015824180820934886
177,0.03512978408739141
178,0.18773163262743506
179,0.0032558436233964872
180,0.12414350617664861
181,0.263378841329868
182,0.32793586561169885
183,0.4158141800583626
184,0.027831010572161096
185,0.4859957652692241
186,0.27160556595753627
187,0.6470980060742371
188,0.21753630691718148
189,0.050317659557506285
190,0.862040394228633
191,0.5273657840738786
192,0.14406219239431928
193,0.08768746844689926
194,0.04957123198231925
195,0.8712329146322867
196,0.5744967803607206
197,0.7215257522377334
198,0.14936659413876785
199,0.10636170619094353
200,0.16163931459681113
201,0.5651505250031567
202,0.9074800361764193
203,0.9227503124104403
204,0.18479551215583953
205,0.9780052775291905
206,0.027467357743580854
207,0.6798566907553035
208,0.28757361018434824
209,0.24896922276358258
210,0.3363549624994537
211,0.8863501812396839
212,0.9084547079208913
213,0.34348009707918437
214,0.3431733047323117
215,0.8765103539752912
216,0.053655705206044145
217,0.056813989743729
218,0.9428602745906901
219,0.2906653312647244
220,0.5664399620097902
221,0.0767560033838331
222,0.052715074981685685
223,0.0014135689363806814
224,0.20317454520302644
225,0.7059681791800059
226,0.020129109223069715
227,0.7755014507224316
228,0.7017356392948958
229,0.5419071358838822
230,0.17412124808597637
231,0.5220964275113472
232,0.8558642681078861
233,0.20933246619366067
234,0.10721939542029689
235,0.9227503124104403
236,0.6472571073256027
237,0.6531823745757682
238,0.8167308919650056
239,0.4793404653571656
240,0.09860147908968453
241,0.08859772660971346
242,0.4641136198686326
243,0.6661652950679583
244,0.6210247796147039
245,0.2348220620093671
246,0.7017356392948958
247,0.05642959305677378
248,0.25443350534369663
249,0.04709360449083742
250,0.14213722007894952
251,0.20439695540963032
252,0.3875788090067333
253,0.29030532003827825
254,0.06639032462409675
255,0.0950049447459217
256,0.9799617871008863
257,0.04540143101154711
258,0.010430760263575086
259,0.9132985183210287
260,0.2359677304036463
261,0.1560588257861305
262,0.5654710578657196
263,0.7283463450109287
264,0.2134707495377357
265,0.06358052292163303
266,0.0038256145359247978
267,0.4127079550405449
268,0.7172022506085788
269,0.1408240304847784
270,0.06977382484974905
271,0.039485735850989225
272,0.009618369203349228
273,0.299439284116691
274,0.06782460902171128
275,0.8303191863684555
276,0.9794193646436039
277,0.04578002207076913
278,0.6468776354911194
279,0.02666197151543254
280,0.8657008218871689
281,0.4031446680601003
282,0.0950049447459217
283,0.7486353315979173
284,0.07911193430375361
285,0.874599112115033
286,0.07738024332088077
287,0.6133968003011906
288,0.785339535585663
289,0.8475700588528615
290,0.021511915410335432
291,0.7754106266014812
292,0.5449081149797504
293,0.4010457971799305
294,0.7081905488258787
295,0.2633984523164684
296,0.14836626746363185
297,0.3736452851743736
298,0.025541090815667404
299,0.14556117082411843
300,0.7940304367999975
301,8.714654943939871e-06
302,0.5636784149998334
303,0.4843360505237495
304,0.6462109772558428
305,0.04012974751569684
306,0.2970317175451167
307,0.07674366804338834
308,0.39659067483257054
309,0.10321395601034605
310,0.011044207462657623
311,0.01886811502399085
312,0.9702809092699792
313,0.0993228392951021
314,0.2359677304036463
315,0.6322465198753019
316,0.7164574538818526
317,0.3661446374301739
318,0.031270558652035166
319,0.4445915433591503
320,0.7097459246133521
321,0.5070016415940776
322,0.030017097069306272
323,0.07560567178354718
324,0.33368339894508936
325,0.37523307215284624
326,0.43096360317637017
327,0.016379675710198407
328,0.7724008612724692
329,0.03180113268158331
330,0.06018839872341149
331,0.5227931942770678
332,0.1974293620560237
333,0.01693412733868612
334,0.18072142917436476
335,0.27082516969662873
336,0.2700371599492719
337,0.19090344006610194
338,0.7823370101905756
339,0.023712113262397368
340,0.25511012774158864
341,0.09265158675968566
342,0.534948345392563
343,0.23314270335459683
344,0.05954279911651879
345,0.15952784435021322
346,0.44010371444938035
347,0.0015552219382712587
348,0.7035997945445751
349,0.42752056919955606
350,0.764897371718813
351,0.04022466786145225
352,0.15011924776846622
353,0.9810991041992974
354,0.02233701132905685
355,0.9243415403208933
356,0.011774611476658682
357,0.03441516238899875
358,0.41567326531672005
359,0.045747252110557635
360,0.09159655733589114
361,0.19126556550907955
362,0.6068252244042829
363,0.3958488880512156
364,0.3970017771425834
365,0.5767546757819692
366,0.0862357174682788
367,0.5970120559913744
368,0.4127079550405449
369,0.07026173559556599
370,0.12873139023720734
371,0.35819862683720693
372,0.11511202774607224
373,0.2729865497084872
374,0.20978594279638144
375,0.796700024415078
376,0.2550611236410384
377,0.25374761608341334
378,0.6170388881840001
379,0.007381729502055713
380,0.3958488880512156
381,0.6621160509030871
382,0.7367780302468271
383,0.00988391033737522
384,0.1299442177266893
385,0.058037803646285704
386,0.7063710864394486
387,0.01180443661533433
388,0.2706374708787454
389,0.8089463768471268
390,0.003479290681811049
391,0.08922560638886988
392,0.027238876263302427
393,0.2880741250395559
394,0.8683065064359398
395,0.536961646560925
396,0.3011799836730161
397,0.08285048199723068
398,0.6374981045653975
399,0.6549402215273501
400,0.6221737443794132
401,0.6061280865446522
402,0.4607385649523137
403,0.029854983355496047
404,0.059764556484034566
405,0.08139811539582534
406,0.6567171706446269
407,0.1027769699527647
408,0.25290361738398487
409,0.08011184305191317
410,0.14969630083847618
411,0.7902934853380321
412,0.007127356939348249
413,0.228156307787312
414,0.7060035147694985
415,0.5910504316475974
416,0.8509356075106099
417,0.01817034179909512
418,0.03407266110148587
419,0.6231846623533289
420,0.009030560537967662
421,0.06435940821882304
422,0.20372560972222054
423,0.24139517919907386
424,0.6933886929350198
425,0.6273141134827382
426,0.00866160022817009
427,0.6521156402427454
428,0.16937856395497655
429,0.30218214575051433
430,0.03230570148955356
431,0.11857271184487599
432,0.5827443189591481
433,0.29144707285330085
434,0.09370039796872202
435,0.3038634062764115
436,0.1335361916136591
437,0.217791069874646
438,0.03261167634518713
439,0.002116466320894017
440,0.08167289928672541
441,0.0434125792584377
442,0.8468920555734454
443,0.605799470719913
444,0.01262830721921994
445,0.7561599109124507
446,0.37266464280237305
447,0.08369643418137425
448,0.4281893247081306
449,0.8948646465428136
450,0.17643731356491738
451,0.5935158448061845
452,0.005642504195576317
453,0.9105451318820058
454,0.19840575457461035
455,0.417899657154144
456,0.22092065437890057
457,0.7117281583994396
458,0.1414264527935902
459,0.3268676063532879
460,0.14508897758320544
461,0.015469736949160056
462,0.846314023719955
463,0.6302358799791238
464,0.7941788563169128
465,0.008972877227132579
466,0.4167980227502041
467,0.028273691119646765
468,0.06544318712760912
469,0.905925559864698
470,0.037668921868194746
471,0.016509359330736082
472,0.12319385273608373
473,0.15374358594067183
474,0.12917583120256115
475,0.25692660552286645
476,0.0005070016221288829
477,0.09735930996262822
478,0.9587005862735539
479,0.12438035574552352
480,0.8803528863060572
481,0.12761661286462955
482,0.00999194780488581
483,0.05897779542969996
484,0.16060579203230635
485,0.9719120089363544
486,3.966820533230002e-05
487,0.8942675185938501
488,0.5365694763482836
489,0.515721641632106
490,0.1540679975044046
491,0.12645234198225458
492,0.6172341928824134
493,0.30218214575051433
494,0.03957191833091699
495,0.06465206410630778
496,0.12504811612369698
497,0.05223252108274157
498,0.02305230328881407
499,0.007419429493795122
500,0.00394851454264727
501,0.24682029205724065
502,0.3249026805358604
503,0.5985943958564037
504,0.050713053726857985
505,0.18498301344561718
506,0.30218214575051433
507,0.07193494201799594
508,0.04403369896113217
509,0.5737851254543941
510,0.03957191833091699
511,0.2583241904520056
512,0.0025001553095356285
513,0.11112810722650265
514,0.04405433725536596
515,0.02707740344468467
516,0.8170407531650455
517,0.43902906601568265
518,0.15304860143458146
519,0.21377838803857352
520,0.18307520182245068
521,0.08953779160187553
522,0.13213981295701577
523,0.03271736607174699
524,0.048680943428294404
525,0.7160157424134244
526,0.26117916675184977
527,0.6835020062694916
528,0.30218214575051433
529,0.5859075607919535
530,0.06051014147588551
531,0.606590408871832
532,0.05331550798229702
533,0.58852131490704
534,0.6214197254862243
535,0.3564393911202191
536,0.8570911327802981
537,0.19781709971649622
538,0.2524991459572861
539,0.288429582062664
540,0.3555735208959078
541,0.5970120559913744
542,0.1659400445854412
543,0.19871016669913905
544,0.3037727995323489
545,0.18072142917436476
546,0.10297408665322082
547,0.047982795324763274
548,0.6021887075408384
549,0.16905559909560422
550,0.3292618001328614
551,0.6983420250969425
552,0.28737862964119293
553,0.0784585914478367
554,0.5668939124655057
555,0.8947060158961043
556,1.03331297150212e-08
557,0.11520720092238877
558,0.7401909253453648
559,0.22071635751353716
560,0.04290058718430075
561,0.07011074095863716
562,0.37498274035304213
563,0.06559556252276513
564,0.5685706724832938
565,0.3943674095599759
566,0.9745855019764933
567,0.03328230408890986
568,0.44829069709618646
569,0.10030103402735488
570,0.09740936956048404
571,0.04121173458063675
572,0.7692551398472954
573,0.053110915031602805
574,0.23989653042368642
575,0.5831947422171049
576,0.6318610189507285
577,0.23639379121208537
578,0.005624518657895335
579,0.4127079550405449
580,0.4325749629850443
581,0.8343896230993815
582,0.5707665787989983
583,0.34860097825718206
584,0.10925873228888157
585,0.017580038827832035
586,0.8471577433431736
587,0.8439009998867557
588,0.2990047927640887
589,0.27634583448124794
590,0.7262976684392934
591,0.18983271610491165
592,0.04698379358631889
593,0.019412975305037203
594,0.5196221117253388
595,0.007059138527723823
596,0.8037993765061104
597,0.039172809995782584
598,0.06647090178653078
599,0.8086529010446915
600,0.2885835963765708
601,0.9173019464187789
602,0.1361870310887952
603,0.026550493863908647
604,0.01155311296303109
605,0.5858428882615734
606,0.5970120559913744
607,0.5844463903515824
608,0.1890671851195856
609,0.7902934853380321
610,0.11595014689332384
611,0.2706374708787454
612,0.10579632585120559
613,0.46052344651267774
614,0.08843971827638371
615,0.6016528692882805
616,0.591242898331652
617,0.34860097825718206
618,0.9585728813748827
619,0.6339762965959835
620,0.15332731247180298
621,0.006758512453039229
622,0.03723524981171498
623,0.3506906914498778
624,0.10164884283835106
625,0.6876663220746654
626,0.054537295133235374
627,0.006956307450245296
628,0.05580978487384613
629,0.0037474210527122407
630,0.08604071131427363
631,0.03920761248528219
632,0.03736728580633579
633,0.1295261450416416
634,0.09910318783408108
635,0.8640843354274327
636,0.07076496501243519
637,0.4848148973991224
638,0.7361625552986071
639,0.014656495625316712
640,0.6645313344345538
641,0.02100105532159826
642,0.7217565898169739
643,0.8528638157190908
644,0.3671921641591684
645,0.10600362688585022
646,0.6874631887508008
647,0.006408922401066973
648,0.6590805449738397
649,0.0018091581112875796
650,0.07133171155810492
651,0.0852171456488996
652,3.148371156681357e-05
653,0.7512418780610626
654,0.7536231602344007
655,0.00832133690592428
656,0.11664536355672867
657,0.2522375887544986
658,0.9049244200383093
659,0.9772929371458625
660,0.039485735850989225
661,0.4862736905081534
662,0.05249204110471239
663,0.14563693818178125
664,0.3356132023433594
665,0.31190291589169644
666,0.6509012880805133
667,0.014645681822390738
668,0.015921977521616493
669,0.9316423132589213
670,0.10884411365439599
671,0.14035235684355596
672,0.38604499053132196
673,0.017529570104273667
674,0.29929482303867977
675,0.7940304367999975
676,0.6444130952051347
677,0.20779028107298866
678,0.2012667835262332
679,0.9528257518148072
680,0.08290044153650333
681,0.2274141630334083
682,0.17027270219365237
683,0.8556011491132208
684,0.043955520835605326
685,0.6573271975000099
686,0.48729153604023834
687,0.977629329488327
688,0.15342935929064985
689,0.03816165427660902
690,0.2134798542678843
691,0.05458377312108219
692,0.9084547079208913
693,0.007588324634024616
694,0.015172819834626174
695,0.3173145634122814
696,0.6096598221227908
697,0.25436512712519815
698,0.2089801622912754
699,0.7303946322634233
700,0.3714550323734197
701,0.0315215462820068
702,0.14747617495245843
703,0.008859596280572974
704,0.15011924776846622
705,0.08158271682762815
706,0.12226789871637772
707,0.5475577325830479
708,0.01831708213004995
709,0.20866429386090057
710,0.9092000076943533
711,0.5515414902262041
712,0.0004968725505258794
713,0.5011389534042121
714,0.10925873228888157
715,0.05556579102443671
716,0.511560873480848
717,0.006891491230808839
718,0.7752644274257936
719,0.25398754150360864
720,0.04173338978329012
721,0.34591275057993187
722,0.19973145258054753
723,0.7652560182848561
724,0.30218214575051433
725,0.014739895404553022
726,0.30218214575051433
727,0.5264278782628027
728,0.8185390902972207
729,0.4117822708918441
730,0.0011910167603901049
731,0.8992847950698806
732,0.13589915281013284
733,0.0742169457447051
734,0.9136233228189156
735,0.7708315591377219
736,0.8288481998715563
737,0.35500950881290017
738,0.24830513776679855
739,0.4877772555540139
740,0.24534950038932712
741,0.6894954191393946
742,0.8141461604470299
743,0.28575418864189583
744,0.03178436046437923
745,0.09640156175031385
746,0.08893699300522188
747,0.15025045060269024
748,0.14508897758320544
749,0.3958488880512156
750,0.024845199827525546
751,0.053512484935587926
752,0.12740105142519476
753,0.14861575708985802
754,0.002769378231042652
755,0.03281721137619203
756,0.5011540971289123
757,0.2208778818935731
758,0.606964950836516
759,0.6896039805486981
760,0.008286443203386175
761,0.8446344306568452
762,0.015522543577728882
763,0.7839139151076505
764,0.11251272330409463
765,0.022780463755697505
766,0.5086435464195774
767,0.9616538343399719
768,0.20898105373616752
769,0.10806082808902802
770,0.006287442179749385
771,0.25854019266621514
772,0.703386782700874
773,0.5041889190457056
774,0.6549402215273501
775,0.10685895210615777
776,0.08349340782113998
777,0.7755014507224316
778,0.11615051366688302
779,0.11482679363588431
780,0.05808303847832876
781,0.00556384375472647
782,0.20867881462453106
783,0.3582161495622333
784,0.20845144162014762
785,0.18900327917013107
786,0.03997612801308657
787,0.4401702285884054
788,0.5683970774753891
789,0.9386982991109668
790,0.5150080212025601
791,0.023009420963199204
792,0.040324938864962
793,0.6102817946092322
794,0.11092606385269531
795,0.007539095636344174
796,0.6021887075408384
797,0.023083586106636314
798,0.1364251832846192
799,0.21468680706272836
800,0.04003397449837263
801,0.285201963107431
802,0.018446007349391485
803,0.05853574610258794
804,0.5712038211965554
805,0.9758717012018894
806,0.11274478550130723
807,0.0699941307544052
808,0.21207386718327956
809,0.023214101001734468
810,0.0016151182446353602
811,0.758761126030926
812,0.0074056408497778295
813,8.412134402371231e-22
814,0.02728891791874578
815,0.19278101637156286
816,0.6996145364760386
817,0.3096107972596505
818,0.7237528276420929
819,0.6078890625042505
820,0.12305670993675333
821,0.0708007261274367
822,0.028565098552019687
823,0.018675552861128254
824,0.2596966761481679
825,0.022487394506977957
826,0.7190377222989558
827,0.2838863487637081
828,0.5204315722879401
829,0.053110915031602805
830,0.5195251688304534
831,0.49362468437839924
832,0.5498893550187407
833,0.9202364031149117
834,0.09416027198497
835,3.559450377622526e-09
836,0.24946679067773425
837,0.1310152498848582
838,0.20251295970004046
839,0.05911052356290943
840,0.8999326903827604
841,0.09682481898166316
842,0.31063589893226196
843,0.04009869507895705
844,0.6661652950679583
845,0.026141135821057388
846,0.14588328327952851
847,0.9403169625371278
848,0.29491419411227393
849,0.07045163186572775
850,0.6020201082724195
851,0.18246387964934122
852,0.13852486913020154
853,0.06581239066815607
854,0.35934902945353747
855,0.4173886292508702
856,0.10921946935583897
857,0.10925873228888157
858,0.4648733390912211
859,0.0036447506891570764
860,0.04318453534626145
861,0.1742028172829931
862,0.4013765545925483
863,0.8014551440641746
864,0.35113381453453396
865,0.4879613209434033
866,0.4173691016509122
867,0.006936084908790807
868,0.00406604185271913
869,0.16059489742436703
870,0.009618369203349228
871,0.3688267510201846
872,0.0024009528759062126
873,0.012537695853080778
874,0.40900779487980843
875,0.5011540971289123
876,0.7567224463794694
877,0.3225419031742641
878,0.436618757279382
879,0.9104913594583764
880,0.36668409047362144
881,0.2359677304036463
882,0.4127079550405449
883,0.3952194138684277
884,0.0076070058779096825
885,0.18212833667337458
886,0.2359677304036463
887,0.261820964400529
888,0.11773559073121623
889,0.6661652950679583
890,0.9951098793062043
891,0.9227058917369214
892,0.5973285403969659
893,0.19888047032463357
894,0.3042951473235597
895,0.27447835729691494
896,0.12645234198225458
897,0.04068997936186057
898,0.18628559289698754
899,0.11797467202461193
900,0.29079436776513323
901,0.5595766147558483
902,0.053110915031602805
903,0.7755014507224316
904,0.019569937658881736
905,0.40900779487980843
906,0.6822953866561706
907,0.9508548032804426
908,0.13040564240336977
909,0.4445915433591503
910,0.8816967290265477
911,0.21340025472034932
912,0.09091009810255649
913,0.019969698775024015
914,0.5069287753442011
915,0.07070790686395755
916,0.13370024949082512
917,0.4468699524667033
918,0.41824789223619546
919,0.038307104001543114
920,0.6944381806849008
921,0.30757445027445535
922,0.005417373015182798
923,0.17354152675541895
924,0.38813534415698897
925,0.028528870834548418
926,0.2198545519123985
927,0.21486805023542982
928,0.017510012792515996
929,0.4171335609337249
930,0.0030399763812170243
931,0.002010485681052667
932,0.028822073884920744
933,0.9776700607310957
934,0.1625998843377555
935,0.3906721497563634
936,0.09517201279526799
937,0.6705102832016688
938,0.9080192323560449
939,0.1809578061960831
940,0.2524991459572861
941,0.008024764268954437
942,0.3236147053574055
943,0.6520190011618288
944,0.9794345452249719
945,0.8489445279664494
946,0.028894765082106463
947,0.024071023747726537
948,0.11263648328421111
949,0.9889047997322753
950,0.9106583298151052
951,0.029498688044379245
952,0.8907097824681864
953,0.019302890760363182
954,0.7874400311826715
955,0.314295356769661
956,0.017658598411265988
957,0.07411011772078839
958,0.24247530724026625
959,0.09348954150272622
960,0.148979918496733
961,0.23899573906071975
962,0.021934480685846164
963,0.04577813773218478
964,0.9104575681157892
965,0.34348009707918437
966,0.36065189717088464
967,0.26791872906504727
968,0.6824242108836545
969,0.020449074787833667
970,0.18756648254088895
971,0.1613820422369968
972,0.38606228379810154
973,0.3775487489990905
974,0.03218579819547651
975,0.11635730198033394
976,0.8868463737676139
977,0.09472677553811372
978,0.18715736841810343
979,0.009627926606914231
980,0.029717518693975615
981,0.126498266807661
982,0.02507108827023174
983,0.016525867594115996
984,0.9874879278346823
985,0.40900779487980843
986,0.7035997945445751
987,0.05359388783419926
988,0.022323452796375123
989,0.7097459246133521
990,0.612094305324172
991,0.7824258941954719
992,0.3033383634258514
993,0.7440327611540482
994,0.4804950455908592
995,0.1589969124860406
996,0.7839139151076505
997,0.8015917558676311
998,0.638029470048314
999,0.0699380310796032
1000,0.15641287992880878
1001,0.2145015380063832
1002,0.09482378548218824
1003,0.19864957413221593
1004,0.10907423102991841
1005,0.1849909004544686
1006,0.7134838281911191
1007,0.2077268766317776
1008,0.26551838996502375
1009,0.13402648620716262
1010,0.05959582926821185
1011,0.7486353315979173
1012,0.5283434523898836
1013,0.05119014449903103
1014,0.03822091279329808
1015,0.2524991459572861
1016,0.015320602474032179
1017,0.04087067717357118
1018,0.07950693869060581
1019,0.7910503378307824
1020,0.014088543213272253
1021,0.8747548822993004
1022,0.7792570298852721
1023,0.7118204662574956
1024,0.00025411249952121424
1025,0.030899850857649618
1026,0.3155538472261562
1027,0.07402496261269993
1028,0.7839139151076505
1029,0.0869046191693056
1030,0.1519723475159588
1031,0.9799617871008863
1032,0.5925665215259449
1033,0.7055515696062834
1034,0.12733552759437794
1035,0.6358391724390868
1036,0.6706579730224186
1037,0.2582855255651835
1038,0.1331124374858655
1039,0.027956776441504485
1040,0.19167993179972292
1041,0.07762797322074177
1042,0.011252498974537761
1043,0.01689274462670322
1044,0.29942870480651507
1045,0.008003845359904385
1046,0.8905024480791083
1047,0.8495291823504578
1048,0.04403878897532627
1049,0.478905456018786
1050,0.0997297080913351
1051,0.36945203163121476
1052,0.3356760724333521
1053,0.04556340792189545
1054,0.4016736117984291
1055,0.45677359486427466
1056,0.8677048338508371
1057,0.006457726218050783
1058,0.05958818989151822
1059,0.7055515696062834
1060,0.2524991459572861
1061,0.015522543577728882
1062,0.0005985482108852169
1063,0.6344912615756491
1064,0.35819862683720693
1065,0.03242297376090974
1066,0.030455808964030627
1067,0.027149987701372183
1068,0.00843356589135594
1069,0.5057615112152064
1070,0.040100435403756275
1071,0.038307104001543114
1072,0.14142524925825659
1073,0.8341803386557459
1074,0.11542910535870074
1075,0.07130025002096362
1076,0.3960681143742356
1077,0.8843769340834338
1078,0.024977952021762423
1079,0.5707899597369268
1080,0.44026452697072715
1081,0.13811842552381676
1082,0.07927618453332473
1083,0.3704271385424784
1084,0.5445762406057376
1085,0.9274499749273125
1086,0.4270838756497211
1087,0.734670550506079
1088,0.2041616645105707
1089,0.1491269438599303
1090,0.010447463470779714
1091,0.060459947407689625
1092,0.2882757154135801
1093,0.6986553419269139
1094,0.03770689793448608
1095,0.44692540353300186
1096,0.027097967321231587
1097,0.11124038755221585
1098,0.07973373919030652
1099,0.007296671581722602
1100,0.2921280019751294
1101,0.0002470855285215606
1102,0.38500196120983643
1103,0.08898969871746638
1104,0.7707116377900095
1105,0.008012349455416597
1106,0.7902934853380321
1107,0.7190377222989558
1108,0.4951126153451486
1109,0.23409914744009916
1110,0.607290974209382
1111,0.758761126030926
1112,0.2884036020343428
1113,0.2885615093416973
1114,0.07468997654517488
1115,0.07835551715364615
1116,0.9017792757487401
1117,0.3262212026215465
1118,0.7755014507224316
1119,0.32031229486217067
1120,0.0023104055016667396
1121,0.2495981470617463
1122,0.3745528301137913
1123,0.45813119338509567
1124,0.9502381048594916
1125,0.9502174627502953
1126,0.012132197649192442
1127,0.42562092313684596
1128,0.001841961236294459
1129,0.47089355812117495
1130,0.03957191833091699
1131,0.007015841875772798
1132,0.4556550857008428
1133,0.19617840244500856
1134,0.3606849278292979
1135,0.01103864821607809
1136,0.1295301988841819
1137,0.11783313808722426
1138,0.048029551127451574
1139,0.011074139522898728
1140,0.0256750441037155
1141,0.6383909679904807
1142,0.6564404795603876
1143,0.4059812636942619
1144,0.0019529162516974236
1145,0.07912605399768745
1146,0.05051268719508553
1147,0.29270009543263914
1148,0.09524562521951224
1149,0.5765127241735976
1150,0.7986287777127996
1151,0.03024100908677359
1152,0.1489078238267858
1153,0.3436570173442423
1154,0.7891395320436976
1155,0.753860551941734
1156,0.22502784312187296
1157,0.029430720348465052
1158,0.7956153254702409
1159,0.30218214575051433
1160,0.2524991459572861
1161,0.2129431701989365
1162,0.03545945264829071
1163,0.2364727864361801
1164,0.478636575948658
1165,0.08624111619606524
1166,0.5006883237623947
1167,0.11718346337335578
1168,0.027874612989126555
1169,0.3464956987794757
1170,0.6989964157415994
1171,0.11338438660486744
1172,0.011363101190925949
1173,0.032024368859174014
1174,0.4607553158477707
1175,0.10559021969671806
1176,0.5206026691010468
1177,0.055390402189726094
1178,0.31882145746782975
1179,0.14155243484272667
1180,0.1390162696527015
1181,0.8036454622753035
1182,0.8944415828765094
1183,0.8025868195418688
1184,0.17148636621275767
1185,0.35995963963752164
1186,0.02414717038989253
1187,0.035333777605252914
1188,0.9621936367879198
1189,0.032512662768012096
1190,0.24954653543581493
1191,0.08786772612719103
1192,0.6514985805787854
1193,0.5969403134996657
1194,0.014862360443428355
1195,0.8915766141174676
1196,0.35819862683720693
1197,0.36481361562365194
1198,0.4044288459713065
1199,0.15043364027075695
1200,0.08165981137617956
1201,0.9082910672971194
1202,0.12645234198225458
1203,0.853527257234969
1204,0.14508897758320544
1205,0.08055808235793921
1206,0.49362468437839924
1207,0.2524991459572861
1208,0.3253051294743299
1209,0.426594973149625
1210,0.5080297426216336
1211,0.20060970367779954
1212,0.048410744438899145
1213,0.11120676537278397
1214,0.6695179056223045
1215,0.35819862683720693
1216,0.022541952915922436
1217,0.16509709905696443
1218,0.30218214575051433
1219,0.17522410448590853
1220,0.4092800316447097
1221,0.9136233228189156
1222,0.8854479173039512
1223,0.49194080447039884
1224,0.04046878025457939
1225,0.24087505367712184
1226,0.09425366354379394
1227,0.6953588409929815
1228,0.3620690882069735
1229,0.08411789691326163
1230,0.4843360505237495
1231,0.08040531938820243
1232,0.5125900055212439
1233,0.24140099109475777
1234,0.38603198145651846
1235,0.4743970392050447
1236,0.0229582804270449
1237,0.9438089631128592
1238,0.15145138192430835
1239,0.6418724365535408
1240,0.008712339702517509
1241,0.5631068538399907
1242,0.544188232415092
1243,0.39363853102410956
1244,0.8420183240886087
1245,0.11096888443227129
1246,0.12645234198225458
1247,0.032875922572718944
1248,0.5558192861553829
